Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.4102025447853366,0.35676526594464286,0.17357533531118707,0.9640654065775108,0.7781010525139763,0.24305769975368785,0.7952072490286992,0.5768640755901072,0.08770252989080074,0.647866664486269,0.6066114189009486,0.8762535449102806,0.7948147189661285,0.1143073466739335,0.9243665096756933,0.8764434537287464,0.08977248015524031,0.3097057080638619,0.47448636052482096,0.842106609903655,0.8173677884368551,0.42246935645116435,0.06793317793413123,0.20007201472865466,0.359887686685188,0.7849138726027757,0.9851695540871548,0.46939753173758647,0.04464955848805163,0.9605459543500396,0.37098780611582927,0.22768899928146247,0.21973985403089347,0.7117566993006996,0.7653168067961521,0.17022936907504838,0.6848598321515204,0.7774198705210775,0.7868086923625502,0.5840098125900095,0.18105119434824868,0.21926916524259,0.3990503752947505,0.8530291991017587,0.38732680543931153,0.4018655966576038,0.619067408067676,0.47222469233095277,0.6470992066855926,0.742943401879215,0.767717886342915,0.9078048823547669,0.39979886440337165,0.8434689798624565,0.8734686519410555,0.4959525895161594,0.305975556980675,0.5763301822173498,0.7574413997070021,0.5557982986680274,0.07463291774629288,0.6996402332334765,0.5077118338720172,DDoS
0.9575437745908337,0.3861803514211283,0.8659301803402892,0.3961815338734964,0.20380461917571668,0.6754385673577699,0.6701010006912065,0.035010922055516924,0.24430569769250832,0.04671652797024228,0.22319717103807257,0.25328951978101233,0.5914158090865286,0.3051749582110842,0.010796536873514229,0.7023782689081055,0.6510606945139003,0.13648974228476318,0.6759952366948117,0.35897876799786055,0.458938340381128,0.6795787647532302,0.7576792753307247,0.9833029345807313,0.2697515103754984,0.0670572590599452,0.48771458077030805,0.8709607045989981,0.4920860687983646,0.8671665106708083,0.44506175396934156,0.3002304527626747,0.961426716089333,0.5867456364011736,0.590270171749049,0.8791935897724522,0.9468336300723742,0.4605060173913357,0.9709622246917595,0.5441321410602566,0.24667148868232813,0.49375116610687775,0.8606725263736342,0.22454607331649035,0.09325638825523308,0.14612758746150256,0.26035315146875027,0.13923252808179554,0.25260261560469977,0.09736526559037406,0.11154366240523084,0.9819375260008273,0.18113412781720062,0.2670305611641085,0.9809232551656292,0.788594077250722,0.744756809911962,0.6468483495537143,0.6006751952017397,0.936060687792754,0.4754659892251013,0.08955477367723919,0.3867060322385114,DDoS
0.7630820624107374,0.26453478314861234,0.49702651615298654,0.6786146784559398,0.4448861878426631,0.8772701339775071,0.4837135525553873,0.454328628581796,0.023662031025570407,0.9266649751500995,0.6627099017033872,0.1569669994773386,0.8396580029737832,0.021967768588178616,0.2544064847982336,0.6440772814912199,0.4473150753679862,0.9568463998491783,0.018029829258621066,0.3208632842389578,0.9274793858699107,0.462690539753712,0.5116850564406689,0.7606929661067087,0.6544682716726794,0.15958230974120113,0.11395104184570992,0.7978567998326676,0.1263971011639159,0.9899015194983438,0.79208250093752,0.3292401565699675,0.1979478001391043,0.8456349434025721,0.9350975080580203,0.8934539143578442,0.9596293712965513,0.48720838463122174,0.40639806391054445,0.5697475880708792,0.5987460408748844,0.6873965684235712,0.4827902704540443,0.5218719305087136,0.9547027053071154,0.3830534048562343,0.0557719053632183,0.33718339365211836,0.5820799519249269,0.3988200228084867,0.5008357824157771,0.07706936958294941,0.9911159763765532,0.5007832801776814,0.8585265115596978,0.8198646378978045,0.3293813848230769,0.3667444423263666,0.7339446396183282,0.609939024021311,0.4244780861134151,0.52739523977149,0.5295227871076323,DDoS
0.37916728197104266,0.8596394246845707,0.14462068130073225,0.4870290041627666,0.44645658882289607,0.9648232707565376,0.9999503409354397,0.4844509037333299,0.925697067894543,0.5542336201544609,0.9506201865719166,0.7400739632221323,0.23294777187185223,0.1230865979145862,0.18148208652958053,0.591072420953487,0.38274538035722516,0.4581607312822902,0.5051301251498219,0.656438766350232,0.18637589632984897,0.41520413745780615,0.2094049796225912,0.3044792462581103,0.06824991493315047,0.7668532571389847,0.09892034030109687,0.6171806833144236,0.8537961726723826,0.11555511964580234,0.7408455050774374,0.7457149214034077,0.3399519801343096,0.9872937539079938,0.12850213431381785,0.31734545914573276,0.8625387710955876,0.045197962597464114,0.9721762221467956,0.36747033744950075,0.2070429799689011,0.8222148214515754,0.2608723496427823,0.14130013486069792,0.24572698305528684,0.2736993860834047,0.1432123763238078,0.614862504396016,0.17001980369145286,0.8308898090246848,0.8977787094573559,0.30681809342343525,0.549722891632686,0.08181701847018064,0.9728562372150706,0.9101898558685708,0.12414608656088755,0.4216962219339072,0.5152231524342169,0.4278007993868912,0.8786388761602134,0.686891399826719,0.7151210407446986,DDoS
0.4174260950861378,0.362947084569355,0.8871051895367444,0.6391522763510858,0.19987462523302857,0.9546068466382326,0.8089271362428527,0.9140789070005104,0.9149174342388546,0.11618736888266445,0.583617312538911,0.76884087276159,0.6315113326403653,0.39197894849444836,0.7932246303908171,0.40431602882038575,0.1660899252299617,0.7211503665629687,0.3889831527816131,0.2872421081662251,0.2458218174440686,0.24814029680328475,0.5550933205859755,0.6095655468479351,0.9634487823137261,0.8182472311932854,0.6117768588334533,0.8204126488862947,0.7346296845749254,0.0064560859194504605,0.11297175447658003,0.8511539078098442,0.5605856647938331,0.4740742353528782,0.3651759905107761,0.11493963792031481,0.6945137413182715,0.5808052611885463,0.3640533447043245,0.7716086754151549,0.8797837485838474,0.08146213488004173,0.19593708279416333,0.9470443688824679,0.2807301495002421,0.807273901376647,0.2616369793409916,0.6177432426476711,0.755721300407459,0.42396247471767656,0.5362655650174345,0.8312014009573118,0.3414948595441919,0.5129255325214652,0.5958893382817754,0.1529902619044866,0.9692385993137727,0.053485601314450015,0.8904154753509177,0.3633541307225193,0.48987523422246726,0.9881879642891186,0.9945848452084409,DDoS
0.7695436240411024,0.3544974031961792,0.48625885813752656,0.8348137590221872,0.9274075449121404,0.6648808533488885,0.47420487255463917,0.37909974480131037,0.11374599174184674,0.9100483829738504,0.9179478580433016,0.45869831457591737,0.02329988615467371,0.7294542065654094,0.7965989622817379,0.7077672043662983,0.3746506270946516,0.8239889368049609,0.44566466021018436,0.7378462694769629,0.87878757978815,0.05994723598917906,0.5119068171974557,0.5158919524732508,0.9718343365781612,0.9837431758606952,0.512994969086734,0.630608340313953,0.6370082844753219,0.8619051384514069,0.2115093490515878,0.5033277728067814,0.9154047666224561,0.43099837965949783,0.30973280529816527,0.5258603418221643,0.49080085884189195,0.28121905979391537,0.7406704111708434,0.7297706974035308,0.9261831491732652,0.2214679113688477,0.10172995398684792,0.8933666221926784,0.24357844822922026,0.33197360007265364,0.17854749456321972,0.9102102460174523,0.1734082973985548,0.14188577289962412,0.795030282631374,0.2573390194123347,0.34196937664851734,0.41793895010972704,0.3544724885093228,0.4461915271929321,0.6671341804852365,0.23586536919248036,0.10528338506392576,0.6043703681410764,0.2982516600973474,0.2844763530767781,0.11180020500247623,DDoS
0.4661509571793979,0.5329017709137241,0.5501012594621951,0.14113679226302067,0.22855983731560514,0.7283115814401684,0.1684985227946475,0.8223048983963019,0.2836711793623994,0.3370165099186222,0.7180143511444581,0.39104889836943524,0.6295414668734856,0.7800461860610447,0.20861697644762267,0.5570528445691011,0.9380295432523148,0.9040402740392733,0.7661872550511691,0.9451960276708383,0.09815997270525079,0.405509624152923,0.4762717045537894,0.9653111388379598,0.5892850566471728,0.7865645943326257,0.560570778341638,0.7117766491863616,0.183807694493188,0.9597870620326506,0.5503008782231777,0.3850858676849668,0.4213206468074725,0.21405580963140802,0.024903212404742026,0.7070711030742197,0.019690023891987818,0.7969322928691666,0.8045848242988345,0.3541283309192066,0.8353383521049078,0.07865131987684748,0.2788936816068247,0.6091016979332285,0.24406059270830427,0.7591346363182144,0.9649820832205824,0.5651895707493317,0.5741796555325851,0.5133207349204029,0.7395648646518629,0.7732847380589699,0.6487434543935962,0.3173051066553173,0.244153801787797,0.1582203483750566,0.938617900248226,0.6496777847406917,0.9373959057180495,0.5806101601064397,0.18507614883829726,0.4489777021155973,0.46241204730528007,BENIGN
0.1309248419330611,0.1517191692802864,0.8160179059473566,0.798772091274553,0.5801227461184137,0.631425585961153,0.6165203834646327,0.3836743759259412,0.08021482580139738,0.36648893438774954,0.3985619084926133,0.23449286568383043,0.5197544912543046,0.21725745659885154,0.7420168448027286,0.041984446051196556,0.81768030525401,0.2918580479102959,0.43134594382262104,0.4590227341284805,0.18814736278223876,0.6054838501762881,0.9710705774838136,0.305490171221651,0.558561653449334,0.09110300583772935,0.1407834855236948,0.8665927394221029,0.5417314779428396,0.6065952503813342,0.9000195289986901,0.45694203420264745,0.24176060028983481,0.41045130265729834,0.2529747479341661,0.5679520022806583,0.1944828226117411,0.5398278545230646,0.41820505995462753,0.17534897034314934,0.6085781416609658,0.8865049100071235,0.5122801215662541,0.3981302268473209,0.6077894179306884,0.0990710698794478,0.96534975432944,0.9659454982054325,0.03131927635126175,0.3133885426831382,0.16275587174285755,0.3390378618972567,0.9752722500437734,0.17215860818595885,0.7708389185666408,0.47079290348352976,0.29537130278171075,0.7246427550353197,0.4943466323335849,0.6760353447687544,0.22084479287433367,0.4677342661790773,0.8355417159593714,DDoS
0.9305476568618575,0.6496085033224704,0.10041633076846435,0.6672793339705665,0.6640297584443938,0.9785711933247956,0.5760114575490821,0.46929791566650647,0.1809740596213637,0.1420206634211283,0.010052284297676572,0.3437503057374627,0.051060225107359636,0.15144325788464574,0.5112079031972272,0.09808138399910016,0.8963544172840922,0.4046058206765035,0.1705796849712884,0.4514693234875784,0.7734001931235632,0.8816774594517417,0.678399419802476,0.5207721054748123,0.14523903859901754,0.4589591067992579,0.9483695423469019,0.6451799526801573,0.8870646952173925,0.7199758949435882,0.3668586081540981,0.938410810773277,0.03638554056656207,0.5956070027250148,0.24821011353195033,0.695650208229628,0.19342323206080314,0.8740028096741715,0.5763709760043658,0.47480265969722957,0.7895828772876158,0.34775902645396284,0.8624734526546862,0.6282746168224805,0.2605687887922351,0.7490633290219032,0.06840593872705958,0.791765886319009,0.9095296274218058,0.8041197986186029,0.8566024079708202,0.9578344251908245,0.5260048712528305,0.5247805867994116,0.46153458506716905,0.43716311383370965,0.9952600343350134,0.8190979489779087,0.6725373656642696,0.6280937718975586,0.8786326363722049,0.47770763488147927,0.2527503531701326,DDoS
0.018034136619823227,0.3702661791341262,0.06437672960449892,0.12804383852718282,0.5005688272393165,0.1455686708521703,0.7316251203584823,0.3651450766100235,0.19626836105401047,0.05955235940333292,0.5935128687709993,0.45158306714730034,0.725547556369948,0.09215316882446978,0.244313736604573,0.562759127007157,0.5158550728718806,0.12558435209365937,0.1567722140689437,0.363184268624392,0.6894395306038028,0.45649724940127656,0.657139476280206,0.8254308158866659,0.5095061162399891,0.9990382363043361,0.07829224815969749,0.2476230119229491,0.16504493501281803,0.3645495549080765,0.03927762408733748,0.05412670432376776,0.24631265002571756,0.4833168198777945,0.6672627179520652,0.302162348744869,0.26417777796295916,0.2873640387355374,0.7619603936231456,0.6932268806520665,0.6014116726338216,0.28672795520637795,0.32275300224527304,0.6653819929858172,0.6484681722753111,0.7252431848454997,0.6500579951988669,0.43316076334334097,0.47713070653670986,0.9533737499289506,0.02348229192974305,0.08687864586852945,0.37974495997938695,0.8425814165777146,0.8076529888299137,0.5592223479572549,0.8018842646195301,0.30381081235889995,0.9711255137109875,0.07459714072682755,0.3230251879138806,0.1300139616079613,0.7137500181313656,DDoS
